nama_spklu,periode_data,owner_operator,lokasi,jumlah_unit,teknologi
"(VOLTRON) ARKADIA GREEN PARK",2025,VOLTRON,"JALAN TB SIMATUPANG NO.88 RT 001/001 KEBAGUSAN, PASAR MINGGU, KOTA JAKARTA SELATAN - DKI JAKARTA 12520",1,"MEDIUM CHARGING"
"(VOLTRON) AIA CENTRAL",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN NO.KAV. 48A KARET SEMANGGI, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA",1,"STANDART CHARGING"
"(VOLTRON) AIA CENTRAL",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN NO.KAV. 48A KARET SEMANGGI, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA",1,"MEDIUM CHARGING"
"(VOLTRON) EQUITY TOWER",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN NO.KAV.52-53 RT 005/003 SENAYAN, KEBAYORAN BARU, KOTA JAKARTA PUSAT - DKI JAKARTA 12190",1,"STANDART CHARGING"
"(VOLTRON) EQUITY TOWER",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN NO.KAV.52-53 RT 005/003 SENAYAN, KEBAYORAN BARU, KOTA JAKARTA PUSAT - DKI JAKARTA 12190",1,"MEDIUM CHARGING"
"(VOLTRON) PRUDENTIAL TOWER",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN NO.KAV 79 RT 002/002 KUNINGAN, SETIABUDI, KOTA JAKARTA SELATAN - DKI 12910",1,"STANDART CHARGING"
"(VOLTRON) PRUDENTIAL TOWER",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN NO.KAV 79 RT 002/002 KUNINGAN, SETIABUDI, KOTA JAKARTA SELATAN - DKI 12910",1,"MEDIUM CHARGING"
"(VOLTRON) ALAMANDA TOWER",2025,VOLTRON,"JALAN TAHI BONAR SIMATUPANG NO.22-26 RT 001/001 CILANDAK BARAT, KECAMATAB CILANDAK, KOTA JAKARTA SELATAN - DKI JAKARTA 12430",1,"MEDIUM CHARGING"
"(VOLTRON) SENAYAN CITY MALL",2025,VOLTRON,"JALAN ASIA AFRIKA RT 001/003, GELORA, TANAH ABANG, KOTA JAKARTA PUSAT – DKI JAKARTA 10270",1,"MEDIUM CHARGING"
"(VOLTRON) JW MARRIOTT HOTEL JAKARTA",2025,VOLTRON,"JALAN MEGA KUNINGAN BARAT NO.1&2 TIMUR, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA 12950",1,"MEDIUM CHARGING"
"(VOLTRON) THE RITZ CARLTON MEGA KUNINGAN",2025,VOLTRON,"JALAN DR. IDE ANAK AGUNG GDE AGUNG NO.1 RT 005/002 KUNINGAN TIMUR, SETIABUDI, KOTA JAKARTA SELATAN – DKI JAKARTA 12950",1,"MEDIUM CHARGING"
"(VOLTRON) SOUTH HILLS",2025,VOLTRON,"JALAN DENPASAR RAYA NO. 16 RT 016/004 KARET, SETIABUDI, KOTA JAKARTA SELATAN – DKI JAKARTA 12950",1,"MEDIUM CHARGING"
"(VOLTRON) MCD KELAPA GADING",2025,VOLTRON,"JALAN BOULEVARD ARTHA GADING KAV. D-01 RT 018/008 KELAPA GADING BARAT, KELAPA GADING, KOTA JAKARTA UTARA – DKI JAKARTA 14240",1,"MEDIUM CHARGING"
"(VOLTRON) MCD KELAPA GADING",2025,VOLTRON,"JALAN BOULEVARD ARTHA GADING KAV. D-01 RT 018/008 KELAPA GADING BARAT, KELAPA GADING, KOTA JAKARTA UTARA – DKI JAKARTA 14240",1,"FAST CHARGING"
"(VOLTRON) VERDE 1 APARTMENT",2025,VOLTRON,"JL. H. COKONG KAV C6 RT.010/ RW.007, KARET, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA 12940",1,"MEDIUM CHARGING"
"(VOLTRON) MENARA KARYA",2025,VOLTRON,"JALAN H. R. RASUNA SAID BLOK X-5 KAV 1-2 KUNINGAN TIMUR, SETIABUDI, KOTA JAKARTA SELATAN – DKI JAKARTA 12950",1,"MEDIUM CHARGING"
"(VOLTRON) 57 PROMENADE APARTMENT",2025,VOLTRON,"JALAN TELUK BETUNG I NO.57 KEBUN MELATI, TANAH ABANG KOTA JAKARTA PUSAT – DKI JAKARTA 10230",1,"MEDIUM CHARGING"
"(VOLTRON) BOTANICA APARTMENT",2025,VOLTRON,"JALAN ARTERI PONDOK INDAH NO.8 RT 001/002 GROGOL SELATAN, KEBAYORAN LAMA, KOTA JAKARTA SELATAN – DKI JAKARTA 12220",1,"MEDIUM CHARGING"
"(WULING) ARISTA GARUDA",2025,VOLTRON,"JL. GARUDA I NO.74, RT.1/RW.7, KEMAYORAN, KEMAYORAN, JAKARTA PUSAT, DKI JAKARTA 10620",1,"STANDART CHARGING"
"(WULING) ARISTA KALIMALANG",2025,VOLTRON,"JL. RAYA KALIMALANG NO.20A, DUREN SAWIT, DUREN SAWIT, JAKARTA TIMUR, DKI JAKARTA 13440",1,"STANDART CHARGING"
"(WULING) ARISTA JAYAKARTA",2025,VOLTRON,"JL. PANGERAN JAYAKARTA NO.33, PINANGSIA, TAMAN SARI, JAKARTA BARAT, DKI JAKARTA 10730",1,"STANDART CHARGING"
"(WULING) ARISTA PLUIT",2025,VOLTRON,"JL. PLUIT PERMAI NO. 21, PLUIT,PENJARINGAN, JAKARTA UTARA, DKI JAKARTA 14450",1,"STANDART CHARGING"
"(WULING) ARISTA KELAPA GADING",2025,VOLTRON,"JL. KELAPA GADING BOULEVARD BLOK DG NO. 1, RT.4/RW.17, KELAPA GADING TIMUR, KELAPA GADING, JAKARTA UTARA, DKI JAKARTA 14240",1,"STANDART CHARGING"
"(WULING) ARISTA CENGKARENG",2025,VOLTRON,"JL. LINGKAR LUAR BARAT NO.7, CENGKARENG TIMUR, CENGKARENG, JAKARTA BARAT, DKI JAKARTA 11730",1,"STANDART CHARGING"
"(WULING) ARISTA KRAMAT JATI",2025,VOLTRON,"JL. RAYA BOGOR NO.115-116, RT.10/RW.10, KRAMAT JATI, KEC. KRAMAT JATI, JAKARTA TIMUR, DKI JAKARTA 13830",1,"STANDART CHARGING"
"(WULING) PRIMA FATMAWATI",2025,VOLTRON,"JL. RS. FATMAWATI NO. 45 A-E RT.002/RW.005, CIPETE SELATAN, CILANDAK, JAKARTA SELATAN 12411",1,"STANDART CHARGING"
"(WULING) PRIMA KEBON JERUK",2025,VOLTRON,"JL. PANJANG NO. 46, RT.006/RW.001, KEDOYA SELATAN, KEC. KEBON JERUK, JAKARTA BARAT, DKI JAKARTA 11520",1,"STANDART CHARGING"
"(WULING) PRIMA HARMONI",2025,VOLTRON,"JL. BALIKPAPAN NO.11, RT 08/RW 06, PETOJO SELATAN, KECAMATAN GAMBIR, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10160",1,"STANDART CHARGING"
"(WULING) MAJU MOTOR PONDOK GEDE",2025,VOLTRON,"JL. RAYA PONDOK GEDE NO. 49, LUBANG BUAYA, CIPAYUNG, JAKARTA TIMUR 13810",1,"STANDART CHARGING"
"(WULING) MAJU MOTOR SENAYAN",2025,VOLTRON,"JL. ASIA AFRIKA NO. 17 RT.001 RW.003 KEL. GELORA, KEC. TANAH ABANG, JAKARTA PUSAT 10270",1,"STANDART CHARGING"
"(WULING) WULING EXPERIENCE CENTER PONDOK INDAH",2025,VOLTRON,"JL. SULTAN ISKANDAR MUDA NO.9, KEBAYORAN LAMA SELATAN, KEBAYORAN LAMA, JAKARTA SELATAN, DKI JAKARTA 12310",1,"STANDART CHARGING"
"(WULING) WAS JAGAKARSA",2025,VOLTRON,"JL. RAYA LENTENG AGUNG NO. 8 RT 3/RW 1, LENTENG AGUNG, JAGAKARSA, JAKARTA SELATAN, DKI JAKARTA 12610",1,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ THAMRIN NINE - UOB PLAZA, JAKARTA",2025,VOLTRON,"JL. TANJUNG KARANG NO.9-10, RT.9/RW20, KB. MELATI, KEC. TANAH ABANG, JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10230",4,"STANDART CHARGING"
"WISMA SSK - DAAN MOGOT",2025,VOLTRON,"JL. DAAN MOGOT KM 11 KEL. KEDAUNG KALI ANGKE, KEC. CENGKARENG, KOTA ADM. JAKARTA BARAT, DKI JAKARTA 11710",1,"ULTRA FAST CHARGING"
"AKASTRA MOTOR",2025,VOLTRON,"JL. RAYA KEBAYORAN LAMA NO.26, PALMERAH VII, JAKARTA 11540",1,"MEDIUM CHARGING"
"ASTRIDO TOYOTA KLENDER",2025,VOLTRON,"JL. PAHLAWAN REVOLUSI NO.9, KLENDER, JAKARTA 13470",1,"MEDIUM CHARGING"
"AUTO2000 CILEDUG",2025,VOLTRON,"JL. CILEDUG RAYA NO.16, PETUKANGAN SELATAN 12270",1,"MEDIUM CHARGING"
"AUTO2000 KALIMALANG",2025,VOLTRON,"JL. RAYA TARUM BARAT NO. 45 KALIMALANG, JAKARTA 13450",1,"MEDIUM CHARGING"
"AUTO2000 TEBET SAHARJO",2025,VOLTRON,"JL. DR. SAHARJO NO. 246 A, JAKARTA 12960",1,"MEDIUM CHARGING"
"TUNAS TOYOTA BINTARO",2025,VOLTRON,"JL. R.C. VETERAN NO.24 BINTARO, JAKARTA 12330",1,"MEDIUM CHARGING"
"TUNAS TOYOTA JATINEGARA",2025,VOLTRON,"JL. JATINEGARA TIMUR NO. 51, JAKARTA 13310",1,"MEDIUM CHARGING"
"TUNAS TOYOTA KEBAYORAN LAMA",2025,VOLTRON,"JL. RAYA KEBAYORAN LAMA NO. 38 PALMERAH, JAKARTA BARAT 11540",1,"MEDIUM CHARGING"
"TUNAS TOYOTA LATUMENTEN",2025,VOLTRON,"KOMP. CENTRAL LATUMENTEN BLOK AA 31, JL. LATUMENTEN NO. 50",1,"MEDIUM CHARGING"
"TUNAS TOYOTA MAMPANG",2025,VOLTRON,"JL. MAMPANG PRAPATAN 83-85, JAKARTA 12790",1,"MEDIUM CHARGING"
"TUNAS TOYOTA PASAR MINGGU",2025,VOLTRON,"JL. RAYA PASAR MINGGU NO.7, JAKARTA 12520",1,"MEDIUM CHARGING"
"TUNAS TOYOTA PECENONGAN",2025,VOLTRON,"JL. PECENONGAN 60-62, JAKARTA 10120",1,"MEDIUM CHARGING"
"TUNAS TOYOTA RADIN INTEN",2025,VOLTRON,"JL. RADIN INTEN 2 NO. 62, JAKARTA TIMUR",1,"MEDIUM CHARGING"
"GANDARIA CITY MALL (BASEMENT 1 - PINTU ACE HARDWARE / KHUSUS TOYOTA & LEXUS)",2025,VOLTRON,"JL. ARTERI PD. INDAH, KBY. LAMA UTARA, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12240",1,"MEDIUM CHARGING"
"GANDARIA CITY MALL (BASEMENT 1 - PINTU ACE HARDWARE / KHUSUS TOYOTA & LEXUS)",2025,VOLTRON,"JL. ARTERI PD. INDAH, KBY. LAMA UTARA, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12240",1,"ULTRA FAST CHARGING"
"GRAND INDONESIA (ARJUNA LOBBY - WEST MALL)",2025,VOLTRON,"JL. TLK. BETUNG I NO.45A, KB. MELATI, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10230",1,"STANDART CHARGING"
"(INDOMOBIL) NISSAN PURI INDAH",2025,VOLTRON,"JL. KOMP PURI INDAH BLOK R, NO.1, JL. PURI INDAH RAYA, RT.1/RW.2, SOUTH KEMBANGAN, KEMBANGAN, WEST JAKARTA CITY, JAKARTA",1,"STANDART CHARGING"
"(INDOMOBIL) NISSAN TB SIMATUPANG",2025,VOLTRON,"JL R.A. KARTINI II-S KAV.7, PD. PINANG, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DKI JAKARTA 12310",1,"STANDART CHARGING"
"(INDOMOBIL) NISSAN ROXY",2025,VOLTRON,"JL. KH. HASYIM ASHARI NO.45, RT.1/RW.11, CIDENG, KECAMATAN GAMBIR, KOTA JAKARTA PUSAT, DKI JAKARTA 11420",1,"STANDART CHARGING"
"(INDOMOBIL) KIA PONDOK INDAH",2025,VOLTRON,"JL. RA KARTINI II-S KAV. 7 KEL. PONDOK PINANG KEC. KEBAYORAN LAMA JAKARTA SELATAN 12310",1,"STANDART CHARGING"
"(INDOMOBIL) KIA BINTARO",2025,VOLTRON,"JL. RASUNA SAID KAV. A5-11 BLOK B7 SEKTOR VII CBD BINTARO JAYA, PONDOK AREN, TANGERANG SELATAN",1,"STANDART CHARGING"
"(INDOMOBIL) KIA RADIN INTEN",2025,VOLTRON,"JL. RADIN INTEN II KAV. 8 NO. 18, DUREN SAWIT, JAKARTA TIMUR",1,"STANDART CHARGING"
"(INDOMOBIL) KIA MT. HARYONO",2025,VOLTRON,"JL. MT HARYONO KAV 8, GEDUNG WISMA INDOMOBIL 1 LT. 2, JAKARTA TIMUR 13330",1,"STANDART CHARGING"
"(INDOMOBIL) KIA SEDAYU KLP GADING",2025,VOLTRON,"JL SEDAYU CITY BOULEVARD UTARA NO.16-17, RT.1/RW.9, KLP. GADING TIM., KEC. KLP. GADING, JAKARTA UTARA",1,"STANDART CHARGING"
"(INDOMOBIL) CITROEN HALIM",2025,VOLTRON,"JL. HALIM PERDANA KUSUMA NO.1, KB. PALA, KEC. MAKASAR, KOTA JAKARTA TIMUR, DKI JAKARTA 13650",1,"MEDIUM CHARGING"
"(INDOMOBIL) CITROEN PANTAI INDAH KAPUK",2025,VOLTRON,"JL. PANTAI INDAH SELATAN, KAPUK MUARA, KEC. PENJARINGAN, JKT UTARA, DKI JAKARTA 14460",1,"MEDIUM CHARGING"
"(PARKING+) RUMANAMI HOTEL & RESTAURANT",2025,VOLTRON,"JL. H. SAININ NO.39, RT.5/RW.4, KEMANG, CILANDAK TIM., PS. MINGGU, KOTA JAKARTA SELATAN, DKI JAKARTA 12560",2,"MEDIUM CHARGING"
"(PARKING+) THE PAKUBUWONO RESIDENCE",2025,VOLTRON,"JL. PAKUBUWONO VI NO.68, RT.3/RW.1, GUNUNG, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DKI JAKARTA 12120",4,"MEDIUM CHARGING"
"(PARKING+) KOTA KASABLANKA",2025,VOLTRON,"JL. RAYA CASABLANCA NO.88, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN, DKI JAKARTA 12870",2,"MEDIUM CHARGING"
"(PARKING+) KEJAKSAAN AGUNG",2025,VOLTRON,"JL. PANGLIMA POLIM NO.1 11, RT.11/RW.7, KRAMAT PELA, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DKI JAKARTA 12160",3,"MEDIUM CHARGING"
"(PARKING+) KEMANG VILLAGE RESIDENCE",2025,VOLTRON,"JL. PANGERAN ANTASARI NO.36, BANGKA, KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DKI JAKARTA 12430",3,"MEDIUM CHARGING"
"(TERRA CHARGE) ACA KIA SUZUKI PONDOK INDAH",2025,VOLTRON,"JL. TB SIMATUPANG KAV. 3B PONDOK INDAH, RT.6/RW.14, PD. PINANG, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DKI JAKARTA 12310",1,"MEDIUM CHARGING"
"(TERRA CHARGE) APARTEMEN EKSEKUTIF MENTENG",2025,VOLTRON,"JL PEGANGSAAN BARAT NO.KAV.6 -12, RT.16/RW.5, MENTENG, KEC. MENTENG, KOTA JAKARTA PUSAT, DKI JAKARTA 10320",1,"MEDIUM CHARGING"
"(TERRA CHARGE) SKY GARDEN SETIABUDI",2025,VOLTRON,"JL SETIABUDI SEL. RAYA NO.2 18, RT.18/RW.2, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DKI JAKARTA 12920",2,"MEDIUM CHARGING"
"(TERRA CHARGE) FRASER RESIDENCE MENTENG",2025,VOLTRON,"JL MENTENG RAYA NO.60 3, RT.1/RW.9, KB. SIRIH, KEC. MENTENG, KOTA JAKARTA PUSAT, DKI JAKARTA 10340",1,"MEDIUM CHARGING"
"(TERRA CHARGE) MEGA PLAZA",2025,VOLTRON,"JL H. R. RASUNA SAID NO. KAV.3, RT.3/RW.1, KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DKI JAKARTA 12940",1,"MEDIUM CHARGING"
"(TERRA CHARGE) RA SUITES",2025,VOLTRON,"JL TB SIMATUPANG NO.30, CILANDAK BAR., KEC. CILANDAK, KOTA JAKARTA SELATAN, DKI JAKARTA 12430",2,"MEDIUM CHARGING"
"(TERRA CHARGE) CIBIS PARK",2025,VOLTRON,"JL TB SIMATUPANG NO.2, RT.13/RW.5, CILANDAK TIM., PS. MINGGU, KOTA JAKARTA SELATAN, DKI JAKARTA 12560",2,"MEDIUM CHARGING"
"(TERRA CHARGE) MEDITERANIA LAGOON RESIDENCES",2025,VOLTRON,"JL LANDAS PACU UTARA SELATAN KOMP. APARTEMEN KEMAYORAN BLOK A1 KAV. NO. 2 KEMAYORAN, JAKARTA PUSAT, DKI JAKARTA 10630",1,"MEDIUM CHARGING"
"(TERRA CHARGE) MENARA KUNINGAN (TAMAN KANTOR E3.3)",2025,VOLTRON,"JL DR. I GEDE ANAK AGUNG LOT 6-8.7, RT.1/RW.2, KAWASAN MEGA KUNINGAN, DKI JAKARTA 12950",2,"MEDIUM CHARGING"
"(VOLTRON) PARADISE MANSION APARTMENT",2025,VOLTRON,"MARKETING GALERY PALM PARADISE, VP92+5X7 APARTEMEN PARADISE MANSION, JL. SATU MARET NO.9",2,"MEDIUM CHARGING"
"(VOLTRON) ARYADUTA MENTENG",2025,VOLTRON,"JL. PRAJURIT KKO USMAN DAN HARUN NO.44-48, RT.7/RW.1, GAMBIR, KECAMATAN GAMBIR, KOTA JAKARTA PUSAT,DKI JAKARTA 10110",2,"MEDIUM CHARGING"
"(VOLTRON) THE ST. REGIS RESIDENCES",2025,VOLTRON,"THE ST. REGIS RESIDENCES, KUNINGAN, SETIA BUDI, SOUTH JAKARTA CITY, JAKARTA, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) TOTO WISMA 81",2025,VOLTRON,"TOTO WISMA 81 LETJEN S. PARMAN ST NO.KAV. 81, RT.4/RW.9, SOUTH BAMBU CITY, PALMERAH, WEST JAKARTA CITY, JAKARTA 11420",2,"MEDIUM CHARGING"
"(VOLTRON) APARTEMEN HOLLAND VILLAGE",2025,VOLTRON,"JL. LETJEN SUPRAPTO NO.1 10, RT.1/RW.7, CEMP. PUTIH TIM., KEC. CEMP. PUTIH, KOTA JAKARTA PUSAT,DKI JAKARTA 10510",2,"MEDIUM CHARGING"
"(VOLTRON) NINE RESIDENCE",2025,VOLTRON,"JL. MAMPANG PRPT. RAYA NO.16, RT.2/RW.5, DUREN TIGA, KEC. PANCORAN, KOTA JAKARTA SELATAN,DKI JAKARTA 12760",2,"MEDIUM CHARGING"
"(VOLTRON) PROVIDENCE PARK APARTMENT",2025,VOLTRON,"PROVIDENCE PARK, JALAN KALIMAYA, RT.5/RW.9, NORTH GROGOL, SOUTH JAKARTA CITY, JAKARTA, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) SEASONS CITY MALL",2025,VOLTRON,"SEASONS CITY MALL, JALAN PROFESSOR DOKTOR LATUMETEN, RT.13/RW.1, JEMBATAN BESI, WEST JAKARTA CITY, JAKARTA, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) SOHO PANCORAN",2025,VOLTRON,"SOHO PANCORAN, WEST TEBET, SOUTH JAKARTA CITY, JAKARTA, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) THAMRIN CITY",2025,VOLTRON,"JL. THAMRIN BOULEVARD, KB. MELATI, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT,DKI JAKARTA 10230",2,"MEDIUM CHARGING"
"(VOLTRON) THE ST. MORITZ APARTMENT",2025,VOLTRON,"PX PAVILIUN BLOK U1, LT.05, JL. PURI INDAH RAYA, RT.2/RW.2, KEMBANGAN SEL., KEC. KEMBANGAN, KOTA JAKARTA BARAT,DKI JAKARTA 11610",2,"MEDIUM CHARGING"
"(VOLTRON) TRINITY TOWER",2025,VOLTRON,"TRINITY TOWER, BLOCK IIB, KARET KUNINGAN, SOUTH JAKARTA CITY, JAKARTA, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) VERDE TWO APARTMENT",2025,VOLTRON,"VERDE TWO APARTMENT, JALAN KUNINGAN MULIA BOULEVARD, RT.4/RW.1, KARET, SOUTH JAKARTA CITY, JAKARTA, INDONESIA",1,"ULTRA FAST CHARGING"
"(VOLTRON) VERDE TWO APARTMENT",2025,VOLTRON,"VERDE TWO APARTMENT, JALAN KUNINGAN MULIA BOULEVARD, RT.4/RW.1, KARET, SOUTH JAKARTA CITY, JAKARTA, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) INTILAND TOWER",2025,VOLTRON,"INTILAND TOWER, JL. JENDERAL SUDIRMAN, RT.3/RW.2, KARET TENGSIN, CENTRAL JAKARTA CITY, JAKARTA, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) SOUTH QUARTER OFFICE",2025,VOLTRON,"SOUTH QUARTER, JALAN R.A. KARTINI, WEST CILANDAK, SOUTH JAKARTA CITY, JAKARTA, INDONESIA",2,"MEDIUM CHARGING"
"(STARVO) WISMA BARITO PACIFIC II",2025,VOLTRON,"WISMA BARITO PACIFIC II, PALMERAH, KOTA JAKARTA BARATDKI JAKARTA",3,"STANDART CHARGING"
"(STARVO) WISMA KEIAI",2025,VOLTRON,"WISMA KEIAI, TANAH ABANG, KOTA JAKARTA PUSATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) WISMA KEIAI",2025,VOLTRON,"WISMA KEIAI, TANAH ABANG, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) WTC MANGGA DUA",2025,VOLTRON,"WTC MANGGA DUA, PADEMANGAN, KOTA JAKARTA UTARADKI JAKARTA",1,"ULTRA FAST CHARGING"
"(TERRA CHARGE) SUDIRMAN HILL",2025,VOLTRON,"JL. KARET PASAR BARU BARAT V NO.92, KARET TENGSIN, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10250",1,"MEDIUM CHARGING"
"(HVT) MEDITERANIA GARDEN 1",2025,VOLTRON,"JL. TANJUNG DUREN RAYA NO. KAV 5-9. RT. 3/RW. 5, TANJUNG DUREN SELATAN, GROGOL PERTAMBURAN, KOTA ADM. JAKARATA BARAT. DKI JAKARTA",1,"FAST CHARGING"
"(HVT) MEDITERANIA GARDEN 2",2025,VOLTRON,"HELICONIA TOWER, APT. MEDITERANIA G. R. 2 PODOMORO CITY, JL. LETJEN S. PARMAN NO.28, TANJUNG DUREN SELATAN, GROGOL PERTAMBURAN, JAKARATA BARAT. DKI JAKARTA",1,"FAST CHARGING"
"(HVT) CENTRAL PARK RESIDENCE",2025,VOLTRON,"JL. PODOMORO AVENUE, RT.12/RW6, TANJUNG DUREN SELATAN, GROGOL PERTAMBURAN, KOTA ADM. JAKARAT BARAT. DKI JAKARTA",1,"FAST CHARGING"
"(HVT) APARTMENT SHERWOOD",2025,VOLTRON,"JALAN RAYA KELAPA NIAS BLOK GN, RT.1/RW. 6, KELAPA GADING BARAT, KELAPA GADING BARAT, KELAPA GADING.KOTA ADM. JAKARATA UTARA. DKI JAKARTA",1,"ULTRA FAST CHARGING"
"(HVT) GRAHA NIAGA",2025,VOLTRON,"IFG, JL. JENDERAL SUDIRMAN RT.5/RW.3 SENAYAN, SOUTH JAKARTA CITY, JAKARTA INDONESIA",1,"ULTRA FAST CHARGING"
"(BLUECHARGE) VENTURA BUILDING JAKARTA",2025,"PT INOVASI LANGIT BIRU","JL. RA. KARTINI NO. 26, JAKARTA SELATAN, DKI 12430 INDONESIA",2,"MEDIUM CHARGING"
"(BLUECHARGE) KUNINGAN CITY JAKARTA",2025,"PT INOVASI LANGIT BIRU","JL. PROF. DR. SATRIO NO.KAV. 18, KUNINGAN, KARET KUNINGAN, SETIABUDI, JAKARTA SELATAN, DKI JAKARTA, 12940.",3,"MEDIUM CHARGING"
"(BLUECHARGE) PELINDO TOWER",2025,"PT INOVASI LANGIT BIRU","JL. YOS SUDARSO NO.6, RW.13, RAWABADAK UTARA, KEC. KOJA KOTA JAKARTA UTARA DKI 'JAKARTA",1,"STANDART CHARGING"
"(BLUECHARGE) PELINDO TOWER",2025,"PT INOVASI LANGIT BIRU","JL. YOS SUDARSO NO.6, RW.13, RAWABADAK UTARA, KEC. KOJA KOTA JAKARTA UTARA DKI 'JAKARTA",1,"MEDIUM CHARGING"
"(BLUECHARGE) SMESCO TOWER",2025,"PT INOVASI LANGIT BIRU","JL. GATOT SUBROTO KAV. 94, SMESCO INDONESIA 12780 JAKARTA",1,"MEDIUM CHARGING"
"(BLUECHARGE) MALL ARTHA GADING",2025,"PT INOVASI LANGIT BIRU","JL. ARTHA GADING SEL. NO.1, KLP. GADING BAR., KEC. KLP. GADING, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14240",2,"MEDIUM CHARGING"
"(BLUECHARGE) CENTRAL PARK",2025,"PT INOVASI LANGIT BIRU","CENTRAL PARK RESIDENCES TOWER ADALINE 40-03.PODOMORO CITY, JAKARTA BARAT 11470",1,"MEDIUM CHARGING"
"(BLUECHARGE) MALL DAAN MOGOT",2025,"PT INOVASI LANGIT BIRU","MALL MATAHARI, JL. GILIMANUK NO.8 12, RT.8/RW.12 11840 DAERAH KHUSUS IBUKOTA JAKARTA JAWA",2,"MEDIUM CHARGING"
"(BLUECHARGE) BASURA CITY MALL",2025,"PT INOVASI LANGIT BIRU","RT.8/RW.10, CIPINANG BESAR SEL., JATINEGARA KOTA JAKARTA TIMUR DKI JAKARTA",2,"MEDIUM CHARGING"
"(BLUECHARGE) MOI APARTMENT-LYON GARDEN",2025,"PT INOVASI LANGIT BIRU","LYON GARDEN FRENCHWALK MAL OF, RT.18/RW.8, KELAPA GADING BAR., JAKARTA UTARA, DKI JAKARTA 14240",1,"MEDIUM CHARGING"
"(BLUECHARGE) MENARA SENTRAYA",2025,"PT INOVASI LANGIT BIRU","JL. ISKANDARSYAH RAYA NO.1A, RT.3/RW.1, MELAWAI, KEBAYORAN BARU, JAKARTA SELATAN, DKI JAKARTA 12160",2,"MEDIUM CHARGING"
"(BLUECHARGE) TOP GOLF",2025,"PT INOVASI LANGIT BIRU","JL. RS. FATMAWATI RAYA NO.1, PONDOK LABU, KEC. CILANDAK, JAKARTA SELATAN, DKI JAKARTA 12450",3,"MEDIUM CHARGING"
"(BLUECHARGE) MOI APARTMENT-EVIAN GARDEN",2025,"PT INOVASI LANGIT BIRU","WEST KELAPA GADING, KELAPA GADING, NORTH JAKARTA CITY, JAKARTA 14240",1,"MEDIUM CHARGING"
"(BLUECHARGE) SUDIRMAN TOWER CONDOMINIUM",2025,"PT INOVASI LANGIT BIRU","JL. GARNISUN 1 NO.8, RT.5/RW.4, KARET SEMANGGI, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DKI JAKARTA 12930",2,"MEDIUM CHARGING"
"(BLUECHARGE) GRAMEDIA MATRAMAN",2025,"PT INOVASI LANGIT BIRU","JL. MATRAMAN RAYA NO.46-50, KB. MANGGIS, KEC. MATRAMAN, KOTA JAKARTA TIMUR, DKI JAKARTA 13150",1,"MEDIUM CHARGING"
"(VOLTRON) SUVARNA GOLF CLUB",2025,VOLTRON,N/A,2,"STANDART CHARGING"
